pit_id,entry_id,lap,stint_from,stint_to,stationary_time_s,errors,error_time_s
2022_QAT_QATAR_NOR_03,2022_QAT_QATAR_NOR,48,H,H,16.096,False,0.0
2022_QAT_QATAR_PIA_01,2022_QAT_QATAR_PIA,11,S,H,20.722,False,0.0
2022_QAT_QATAR_PIA_02,2022_QAT_QATAR_PIA,29,S,S,16.69,False,0.0
2022_QAT_QATAR_PIA_03,2022_QAT_QATAR_PIA,48,M,S,19.038,False,0.0
2022_QAT_QATAR_ALO_01,2022_QAT_QATAR_ALO,11,M,M,14.833,False,0.0
2022_QAT_QATAR_ALO_02,2022_QAT_QATAR_ALO,23,H,M,20.151,True,3.921
2022_QAT_QATAR_ALO_03,2022_QAT_QATAR_ALO,36,S,S,15.806,False,0.0
2022_QAT_QATAR_ALO_04,2022_QAT_QATAR_ALO,48,M,H,12.656,False,0.0
2022_QAT_QATAR_STR_01,2022_QAT_QATAR_STR,11,M,S,17.774,False,0.0
2022_QAT_QATAR_STR_02,2022_QAT_QATAR_STR,29,S,S,17.712,False,0.0
2022_QAT_QATAR_STR_03,2022_QAT_QATAR_STR,48,M,S,18.15,False,0.0
2022_QAT_QATAR_OCO_01,2022_QAT_QATAR_OCO,11,S,M,13.656,False,0.0
2022_QAT_QATAR_OCO_02,2022_QAT_QATAR_OCO,29,H,S,21.127,False,0.0
2022_QAT_QATAR_OCO_03,2022_QAT_QATAR_OCO,48,H,S,16.599,False,0.0
2022_QAT_QATAR_GAS_01,2022_QAT_QATAR_GAS,11,H,M,16.467,False,0.0
2022_QAT_QATAR_GAS_02,2022_QAT_QATAR_GAS,29,M,H,22.399,False,0.0
2022_QAT_QATAR_GAS_03,2022_QAT_QATAR_GAS,48,S,H,21.372,False,0.0
2022_QAT_QATAR_ALB_01,2022_QAT_QATAR_ALB,11,M,M,17.241,False,0.0
2022_QAT_QATAR_ALB_02,2022_QAT_QATAR_ALB,29,S,M,13.721,False,0.0
2022_QAT_QATAR_ALB_03,2022_QAT_QATAR_ALB,48,M,H,17.344,False,0.0
2022_QAT_QATAR_TSU_01,2022_QAT_QATAR_TSU,11,H,M,13.523,False,0.0
2022_QAT_QATAR_TSU_02,2022_QAT_QATAR_TSU,29,S,S,19.671,False,0.0
2022_QAT_QATAR_TSU_03,2022_QAT_QATAR_TSU,48,S,H,20.798,False,0.0
2022_QAT_QATAR_HUL_01,2022_QAT_QATAR_HUL,11,H,H,22.272,False,0.0
2022_QAT_QATAR_HUL_02,2022_QAT_QATAR_HUL,29,S,S,21.81,False,0.0
2022_QAT_QATAR_HUL_03,2022_QAT_QATAR_HUL,48,S,M,20.796,False,0.0
2022_QAT_QATAR_BOT_01,2022_QAT_QATAR_BOT,11,H,S,17.767,False,0.0
2022_QAT_QATAR_BOT_02,2022_QAT_QATAR_BOT,29,H,M,20.147,False,0.0
2022_QAT_QATAR_BOT_03,2022_QAT_QATAR_BOT,48,M,M,18.964,False,0.0
2022_QAT_QATAR_MAG_01,2022_QAT_QATAR_MAG,11,S,S,17.713,False,0.0
2022_QAT_QATAR_MAG_02,2022_QAT_QATAR_MAG,29,M,H,24.165,False,0.0
2022_QAT_QATAR_MAG_03,2022_QAT_QATAR_MAG,48,H,M,16.368,False,0.0
2022_QAT_QATAR_ZHO_01,2022_QAT_QATAR_ZHO,11,S,H,32.705,True,4.308
2022_QAT_QATAR_ZHO_02,2022_QAT_QATAR_ZHO,29,M,M,13.161,False,0.0
2022_QAT_QATAR_ZHO_03,2022_QAT_QATAR_ZHO,48,M,M,15.63,False,0.0
2022_QAT_QATAR_SAR_01,2022_QAT_QATAR_SAR,11,S,S,17.229,False,0.0
2022_QAT_QATAR_SAR_02,2022_QAT_QATAR_SAR,29,S,S,15.981,False,0.0
2022_QAT_QATAR_SAR_03,2022_QAT_QATAR_SAR,48,S,M,16.62,False,0.0
2022_QAT_QATAR_LAW_01,2022_QAT_QATAR_LAW,11,S,S,17.381,False,0.0
2022_QAT_QATAR_LAW_02,2022_QAT_QATAR_LAW,29,M,M,19.741,False,0.0
2022_QAT_QATAR_LAW_03,2022_QAT_QATAR_LAW,48,H,M,21.223,True,5.514
2022_USA_LAS VE_VER_01,2022_USA_LAS VE_VER,10,S,S,21.834,True,3.681
2022_USA_LAS VE_VER_02,2022_USA_LAS VE_VER,42,M,H,18.919,False,0.0
2022_USA_LAS VE_PER_01,2022_USA_LAS VE_PER,10,M,S,21.504,False,0.0
2022_USA_LAS VE_PER_02,2022_USA_LAS VE_PER,42,M,M,16.035,False,0.0
2022_USA_LAS VE_HAM_01,2022_USA_LAS VE_HAM,10,H,S,22.242,True,4.79
2022_USA_LAS VE_HAM_02,2022_USA_LAS VE_HAM,42,S,H,16.267,False,0.0
2022_USA_LAS VE_RUS_01,2022_USA_LAS VE_RUS,10,H,H,25.881,False,0.0
2022_USA_LAS VE_RUS_02,2022_USA_LAS VE_RUS,42,S,H,25.705,False,0.0
2022_USA_LAS VE_LEC_01,2022_USA_LAS VE_LEC,10,S,S,16.217,False,0.0
2022_USA_LAS VE_LEC_02,2022_USA_LAS VE_LEC,42,M,S,18.454,False,0.0
2022_USA_LAS VE_SAI_01,2022_USA_LAS VE_SAI,10,S,S,13.987,False,0.0
2022_USA_LAS VE_SAI_02,2022_USA_LAS VE_SAI,42,S,H,14.178,False,0.0
2022_USA_LAS VE_NOR_01,2022_USA_LAS VE_NOR,10,M,S,21.493,False,0.0
2022_USA_LAS VE_NOR_02,2022_USA_LAS VE_NOR,26,S,M,19.29,False,0.0
2022_USA_LAS VE_NOR_03,2022_USA_LAS VE_NOR,42,M,M,17.574,False,0.0
2022_USA_LAS VE_PIA_01,2022_USA_LAS VE_PIA,10,M,H,26.235,False,0.0
2022_USA_LAS VE_PIA_02,2022_USA_LAS VE_PIA,42,H,S,29.571,False,0.0
2022_USA_LAS VE_ALO_01,2022_USA_LAS VE_ALO,10,H,H,18.391,False,0.0
2022_USA_LAS VE_ALO_02,2022_USA_LAS VE_ALO,42,M,H,16.355,False,0.0
2022_USA_LAS VE_STR_01,2022_USA_LAS VE_STR,10,S,S,16.12,False,0.0
2022_USA_LAS VE_OCO_01,2022_USA_LAS VE_OCO,10,M,S,17.06,False,0.0
2022_USA_LAS VE_OCO_02,2022_USA_LAS VE_OCO,26,H,M,27.92,False,0.0
2022_USA_LAS VE_OCO_03,2022_USA_LAS VE_OCO,42,M,S,20.235,False,0.0
2022_USA_LAS VE_GAS_01,2022_USA_LAS VE_GAS,10,H,M,19.274,False,0.0
2022_USA_LAS VE_GAS_02,2022_USA_LAS VE_GAS,42,M,H,18.176,False,0.0
2022_USA_LAS VE_ALB_01,2022_USA_LAS VE_ALB,10,M,H,17.939,False,0.0
2022_USA_LAS VE_TSU_01,2022_USA_LAS VE_TSU,10,H,M,16.717,False,0.0
2022_USA_LAS VE_TSU_02,2022_USA_LAS VE_TSU,26,S,H,16.774,False,0.0
2022_USA_LAS VE_TSU_03,2022_USA_LAS VE_TSU,42,M,S,22.911,False,0.0
2022_USA_LAS VE_HUL_01,2022_USA_LAS VE_HUL,10,M,H,22.936,False,0.0
2022_USA_LAS VE_HUL_02,2022_USA_LAS VE_HUL,42,S,S,19.432,False,0.0
2022_USA_LAS VE_BOT_01,2022_USA_LAS VE_BOT,10,H,H,20.273,False,0.0
2022_USA_LAS VE_BOT_02,2022_USA_LAS VE_BOT,42,M,H,18.51,False,0.0
2022_USA_LAS VE_MAG_01,2022_USA_LAS VE_MAG,10,M,H,19.109,False,0.0
2022_USA_LAS VE_MAG_02,2022_USA_LAS VE_MAG,42,M,S,17.725,False,0.0
2022_USA_LAS VE_ZHO_01,2022_USA_LAS VE_ZHO,10,S,S,18.072,False,0.0
2022_USA_LAS VE_SAR_01,2022_USA_LAS VE_SAR,10,M,H,16.047,False,0.0
2022_USA_LAS VE_SAR_02,2022_USA_LAS VE_SAR,42,H,M,16.333,False,0.0
2022_USA_LAS VE_LAW_01,2022_USA_LAS VE_LAW,10,M,S,18.671,False,0.0
2022_UK_SILVER_VER_01,2022_UK_SILVER_VER,10,H,M,19.064,False,0.0
2022_UK_SILVER_VER_02,2022_UK_SILVER_VER,27,H,M,18.358,False,0.0
2022_UK_SILVER_VER_03,2022_UK_SILVER_VER,44,H,M,13.624,False,0.0
2022_UK_SILVER_PER_01,2022_UK_SILVER_PER,10,M,H,17.117,False,0.0
2022_UK_SILVER_PER_02,2022_UK_SILVER_PER,44,M,M,18.307,False,0.0
2022_UK_SILVER_HAM_01,2022_UK_SILVER_HAM,10,M,S,22.315,False,0.0
2022_UK_SILVER_HAM_02,2022_UK_SILVER_HAM,44,S,S,16.785,False,0.0
2022_UK_SILVER_RUS_01,2022_UK_SILVER_RUS,10,H,S,17.39,False,0.0
2022_UK_SILVER_RUS_02,2022_UK_SILVER_RUS,44,H,S,18.153,False,0.0
2022_UK_SILVER_LEC_01,2022_UK_SILVER_LEC,10,H,S,17.431,False,0.0
2022_UK_SILVER_LEC_02,2022_UK_SILVER_LEC,44,H,M,17.241,False,0.0
2022_UK_SILVER_SAI_01,2022_UK_SILVER_SAI,10,M,H,22.073,False,0.0
2022_UK_SILVER_SAI_02,2022_UK_SILVER_SAI,44,H,M,25.559,False,0.0
2022_UK_SILVER_NOR_01,2022_UK_SILVER_NOR,10,H,M,21.528,False,0.0
2022_UK_SILVER_NOR_02,2022_UK_SILVER_NOR,44,H,S,19.397,False,0.0
2022_UK_SILVER_PIA_01,2022_UK_SILVER_PIA,10,H,H,16.089,False,0.0
2022_UK_SILVER_PIA_02,2022_UK_SILVER_PIA,44,H,M,23.167,False,0.0
2022_UK_SILVER_ALO_01,2022_UK_SILVER_ALO,10,M,S,17.577,False,0.0
2022_UK_SILVER_ALO_02,2022_UK_SILVER_ALO,44,H,S,15.414,False,0.0
2022_UK_SILVER_STR_01,2022_UK_SILVER_STR,10,S,S,21.194,False,0.0
2022_UK_SILVER_STR_02,2022_UK_SILVER_STR,27,M,M,20.24,False,0.0
2022_UK_SILVER_STR_03,2022_UK_SILVER_STR,44,S,S,15.742,False,0.0
2022_UK_SILVER_OCO_01,2022_UK_SILVER_OCO,10,H,S,21.43,False,0.0
2022_UK_SILVER_OCO_02,2022_UK_SILVER_OCO,44,M,H,23.846,False,0.0
2022_UK_SILVER_GAS_01,2022_UK_SILVER_GAS,10,S,H,23.518,False,0.0
2022_UK_SILVER_GAS_02,2022_UK_SILVER_GAS,44,S,H,16.264,False,0.0
2022_UK_SILVER_ALB_01,2022_UK_SILVER_ALB,10,M,M,15.541,False,0.0
2022_UK_SILVER_TSU_01,2022_UK_SILVER_TSU,10,H,H,15.637,False,0.0
2022_UK_SILVER_TSU_02,2022_UK_SILVER_TSU,44,H,M,22.787,False,0.0
2022_UK_SILVER_HUL_01,2022_UK_SILVER_HUL,10,M,S,18.628,False,0.0
2022_UK_SILVER_HUL_02,2022_UK_SILVER_HUL,44,M,S,16.367,False,0.0
2022_UK_SILVER_BOT_01,2022_UK_SILVER_BOT,10,M,M,16.632,False,0.0
2022_UK_SILVER_BOT_02,2022_UK_SILVER_BOT,44,M,H,16.571,False,0.0
2022_UK_SILVER_MAG_01,2022_UK_SILVER_MAG,10,S,S,16.038,False,0.0
2022_UK_SILVER_MAG_02,2022_UK_SILVER_MAG,44,S,M,20.813,False,0.0
2022_UK_SILVER_ZHO_01,2022_UK_SILVER_ZHO,10,H,S,22.398,False,0.0
2022_UK_SILVER_ZHO_02,2022_UK_SILVER_ZHO,44,H,M,16.215,False,0.0
2022_UK_SILVER_SAR_01,2022_UK_SILVER_SAR,10,M,H,18.26,False,0.0
2022_UK_SILVER_SAR_02,2022_UK_SILVER_SAR,44,H,M,21.964,False,0.0
2022_UK_SILVER_LAW_01,2022_UK_SILVER_LAW,10,M,H,21.944,False,0.0
2022_ITA_MONZA_VER_01,2022_ITA_MONZA_VER,10,S,S,16.792,False,0.0
2022_ITA_MONZA_VER_02,2022_ITA_MONZA_VER,45,H,S,18.848,False,0.0
2022_ITA_MONZA_PER_01,2022_ITA_MONZA_PER,10,M,M,21.38,False,0.0
2022_ITA_MONZA_PER_02,2022_ITA_MONZA_PER,45,H,M,22.246,False,0.0
2022_ITA_MONZA_HAM_01,2022_ITA_MONZA_HAM,10,M,H,24.329,False,0.0
2022_ITA_MONZA_HAM_02,2022_ITA_MONZA_HAM,45,S,M,21.851,False,0.0
2022_ITA_MONZA_RUS_01,2022_ITA_MONZA_RUS,10,M,M,18.391,False,0.0
2022_ITA_MONZA_RUS_02,2022_ITA_MONZA_RUS,27,M,M,19.132,False,0.0
2022_ITA_MONZA_RUS_03,2022_ITA_MONZA_RUS,45,M,S,16.093,False,0.0
2022_ITA_MONZA_LEC_01,2022_ITA_MONZA_LEC,10,M,M,13.075,False,0.0
2022_ITA_MONZA_LEC_02,2022_ITA_MONZA_LEC,45,M,H,19.209,False,0.0
2022_ITA_MONZA_SAI_01,2022_ITA_MONZA_SAI,10,M,H,16.398,False,0.0
2022_ITA_MONZA_NOR_01,2022_ITA_MONZA_NOR,10,M,H,15.898,False,0.0
2022_ITA_MONZA_NOR_02,2022_ITA_MONZA_NOR,45,S,S,15.702,False,0.0
2022_ITA_MONZA_PIA_01,2022_ITA_MONZA_PIA,10,M,H,20.347,False,0.0
2022_ITA_MONZA_PIA_02,2022_ITA_MONZA_PIA,45,M,H,16.686,False,0.0
2022_ITA_MONZA_ALO_01,2022_ITA_MONZA_ALO,10,M,H,26.18,False,0.0
2022_ITA_MONZA_ALO_02,2022_ITA_MONZA_ALO,45,H,M,23.981,False,0.0
2022_ITA_MONZA_STR_01,2022_ITA_MONZA_STR,10,H,M,17.778,False,0.0
2022_ITA_MONZA_STR_02,2022_ITA_MONZA_STR,45,S,H,21.665,False,0.0
2022_ITA_MONZA_OCO_01,2022_ITA_MONZA_OCO,10,M,S,19.784,False,0.0
2022_ITA_MONZA_OCO_02,2022_ITA_MONZA_OCO,45,H,H,13.527,False,0.0
2022_ITA_MONZA_GAS_01,2022_ITA_MONZA_GAS,10,H,H,25.478,False,0.0
2022_ITA_MONZA_GAS_02,2022_ITA_MONZA_GAS,45,M,H,17.082,False,0.0
2022_ITA_MONZA_ALB_01,2022_ITA_MONZA_ALB,10,H,H,22.158,False,0.0
2022_ITA_MONZA_TSU_01,2022_ITA_MONZA_TSU,10,S,M,16.317,False,0.0
2022_ITA_MONZA_TSU_02,2022_ITA_MONZA_TSU,45,H,S,22.828,False,0.0
2022_ITA_MONZA_HUL_01,2022_ITA_MONZA_HUL,10,H,S,22.859,True,5.487
2022_ITA_MONZA_HUL_02,2022_ITA_MONZA_HUL,45,S,M,11.971,False,0.0
2022_ITA_MONZA_BOT_01,2022_ITA_MONZA_BOT,10,S,S,25.466,False,0.0
2022_ITA_MONZA_BOT_02,2022_ITA_MONZA_BOT,45,H,M,19.055,False,0.0
2022_ITA_MONZA_MAG_01,2022_ITA_MONZA_MAG,10,M,H,24.225,True,6.281
2022_ITA_MONZA_MAG_02,2022_ITA_MONZA_MAG,45,M,M,18.674,False,0.0
2022_ITA_MONZA_ZHO_01,2022_ITA_MONZA_ZHO,10,M,S,18.642,False,0.0
2022_ITA_MONZA_ZHO_02,2022_ITA_MONZA_ZHO,27,H,M,21.672,False,0.0
2022_ITA_MONZA_ZHO_03,2022_ITA_MONZA_ZHO,45,S,S,15.965,False,0.0
2022_ITA_MONZA_SAR_01,2022_ITA_MONZA_SAR,10,M,H,16.224,False,0.0
2022_ITA_MONZA_SAR_02,2022_ITA_MONZA_SAR,45,M,S,17.173,False,0.0
2022_ITA_MONZA_LAW_01,2022_ITA_MONZA_LAW,10,H,S,17.938,False,0.0
2022_ITA_MONZA_LAW_02,2022_ITA_MONZA_LAW,27,H,M,23.733,False,0.0
2022_ITA_MONZA_LAW_03,2022_ITA_MONZA_LAW,45,M,H,12.191,False,0.0
2022_SAU_JEDDAH_VER_01,2022_SAU_JEDDAH_VER,10,H,M,15.706,False,0.0
2022_SAU_JEDDAH_VER_02,2022_SAU_JEDDAH_VER,26,S,M,15.608,False,0.0
2022_SAU_JEDDAH_VER_03,2022_SAU_JEDDAH_VER,42,M,H,14.509,False,0.0
2022_SAU_JEDDAH_PER_01,2022_SAU_JEDDAH_PER,10,H,H,17.816,False,0.0
2022_SAU_JEDDAH_PER_02,2022_SAU_JEDDAH_PER,20,S,H,18.339,False,0.0
2022_SAU_JEDDAH_PER_03,2022_SAU_JEDDAH_PER,31,M,S,19.028,False,0.0
2022_SAU_JEDDAH_PER_04,2022_SAU_JEDDAH_PER,42,H,M,26.797,True,5.776
2022_SAU_JEDDAH_HAM_01,2022_SAU_JEDDAH_HAM,10,M,H,20.863,False,0.0
2022_SAU_JEDDAH_HAM_02,2022_SAU_JEDDAH_HAM,26,M,S,17.205,False,0.0
2022_SAU_JEDDAH_HAM_03,2022_SAU_JEDDAH_HAM,42,H,H,20.144,False,0.0
2022_SAU_JEDDAH_RUS_01,2022_SAU_JEDDAH_RUS,10,S,S,18.602,False,0.0
2022_SAU_JEDDAH_RUS_02,2022_SAU_JEDDAH_RUS,42,M,M,18.423,False,0.0
2022_SAU_JEDDAH_LEC_01,2022_SAU_JEDDAH_LEC,10,S,S,18.198,False,0.0
2022_SAU_JEDDAH_LEC_02,2022_SAU_JEDDAH_LEC,26,M,S,23.383,False,0.0
2022_SAU_JEDDAH_LEC_03,2022_SAU_JEDDAH_LEC,42,S,M,19.253,False,0.0
2022_SAU_JEDDAH_SAI_01,2022_SAU_JEDDAH_SAI,10,S,S,14.061,False,0.0
2022_SAU_JEDDAH_SAI_02,2022_SAU_JEDDAH_SAI,20,S,H,17.504,False,0.0
2022_SAU_JEDDAH_SAI_03,2022_SAU_JEDDAH_SAI,31,M,M,14.148,False,0.0
2022_SAU_JEDDAH_SAI_04,2022_SAU_JEDDAH_SAI,42,M,M,20.148,False,0.0
2022_SAU_JEDDAH_NOR_01,2022_SAU_JEDDAH_NOR,10,M,H,16.637,False,0.0
2022_SAU_JEDDAH_NOR_02,2022_SAU_JEDDAH_NOR,26,H,H,18.237,False,0.0
2022_SAU_JEDDAH_NOR_03,2022_SAU_JEDDAH_NOR,42,H,S,14.389,False,0.0
2022_SAU_JEDDAH_PIA_01,2022_SAU_JEDDAH_PIA,10,S,M,19.452,False,0.0
2022_SAU_JEDDAH_PIA_02,2022_SAU_JEDDAH_PIA,26,S,S,22.325,False,0.0
2022_SAU_JEDDAH_PIA_03,2022_SAU_JEDDAH_PIA,42,H,M,23.014,False,0.0
2022_SAU_JEDDAH_ALO_01,2022_SAU_JEDDAH_ALO,10,H,H,20.494,False,0.0
2022_SAU_JEDDAH_ALO_02,2022_SAU_JEDDAH_ALO,42,S,S,17.362,False,0.0
2022_SAU_JEDDAH_STR_01,2022_SAU_JEDDAH_STR,10,H,S,18.617,False,0.0
2022_SAU_JEDDAH_STR_02,2022_SAU_JEDDAH_STR,20,M,S,15.713,False,0.0
2022_SAU_JEDDAH_STR_03,2022_SAU_JEDDAH_STR,31,M,H,16.126,False,0.0
2022_SAU_JEDDAH_STR_04,2022_SAU_JEDDAH_STR,42,M,M,22.328,False,0.0
2022_SAU_JEDDAH_OCO_01,2022_SAU_JEDDAH_OCO,10,H,S,19.557,False,0.0
2022_SAU_JEDDAH_OCO_02,2022_SAU_JEDDAH_OCO,42,H,M,22.941,False,0.0
2022_SAU_JEDDAH_GAS_01,2022_SAU_JEDDAH_GAS,10,H,H,19.836,False,0.0
2022_SAU_JEDDAH_GAS_02,2022_SAU_JEDDAH_GAS,26,H,S,20.296,False,0.0
2022_SAU_JEDDAH_GAS_03,2022_SAU_JEDDAH_GAS,42,H,M,21.184,False,0.0
2022_SAU_JEDDAH_ALB_01,2022_SAU_JEDDAH_ALB,10,S,H,20.863,False,0.0
2022_SAU_JEDDAH_ALB_02,2022_SAU_JEDDAH_ALB,42,H,M,22.448,False,0.0
2022_SAU_JEDDAH_TSU_01,2022_SAU_JEDDAH_TSU,10,S,S,14.955,False,0.0
2022_SAU_JEDDAH_TSU_02,2022_SAU_JEDDAH_TSU,42,M,S,16.89,False,0.0
2022_SAU_JEDDAH_HUL_01,2022_SAU_JEDDAH_HUL,10,S,H,21.79,False,0.0
2022_SAU_JEDDAH_HUL_02,2022_SAU_JEDDAH_HUL,26,M,S,14.836,False,0.0
2022_SAU_JEDDAH_HUL_03,2022_SAU_JEDDAH_HUL,42,M,H,21.054,False,0.0
2022_SAU_JEDDAH_BOT_01,2022_SAU_JEDDAH_BOT,10,M,S,12.256,False,0.0
2022_SAU_JEDDAH_BOT_02,2022_SAU_JEDDAH_BOT,20,S,M,25.541,False,0.0
2022_SAU_JEDDAH_BOT_03,2022_SAU_JEDDAH_BOT,31,H,M,18.164,False,0.0
2022_SAU_JEDDAH_BOT_04,2022_SAU_JEDDAH_BOT,42,H,S,15.496,False,0.0
2022_SAU_JEDDAH_MAG_01,2022_SAU_JEDDAH_MAG,10,M,M,19.511,False,0.0
2022_SAU_JEDDAH_MAG_02,2022_SAU_JEDDAH_MAG,26,M,M,23.342,False,0.0
2022_SAU_JEDDAH_MAG_03,2022_SAU_JEDDAH_MAG,42,H,H,11.268,False,0.0
2022_SAU_JEDDAH_ZHO_01,2022_SAU_JEDDAH_ZHO,10,S,H,23.696,False,0.0
2022_SAU_JEDDAH_ZHO_02,2022_SAU_JEDDAH_ZHO,26,M,M,24.059,False,0.0
2022_SAU_JEDDAH_ZHO_03,2022_SAU_JEDDAH_ZHO,42,H,M,20.355,False,0.0
2022_SAU_JEDDAH_SAR_01,2022_SAU_JEDDAH_SAR,10,S,S,20.917,False,0.0
2022_SAU_JEDDAH_SAR_02,2022_SAU_JEDDAH_SAR,26,S,S,28.413,True,5.211
2022_SAU_JEDDAH_SAR_03,2022_SAU_JEDDAH_SAR,42,S,M,18.73,False,0.0
2022_SAU_JEDDAH_LAW_01,2022_SAU_JEDDAH_LAW,10,M,M,16.592,False,0.0
2022_SAU_JEDDAH_LAW_02,2022_SAU_JEDDAH_LAW,42,S,S,21.005,False,0.0
2022_SPA_CATALU_VER_01,2022_SPA_CATALU_VER,13,M,M,23.573,False,0.0
2022_SPA_CATALU_VER_02,2022_SPA_CATALU_VER,34,M,S,21.642,False,0.0
2022_SPA_CATALU_VER_03,2022_SPA_CATALU_VER,56,H,M,23.225,False,0.0
2022_SPA_CATALU_PER_01,2022_SPA_CATALU_PER,13,S,M,17.051,False,0.0
2022_SPA_CATALU_PER_02,2022_SPA_CATALU_PER,34,S,S,19.383,False,0.0
2022_SPA_CATALU_PER_03,2022_SPA_CATALU_PER,56,H,H,23.58,False,0.0
2022_SPA_CATALU_HAM_01,2022_SPA_CATALU_HAM,13,S,M,18.954,False,0.0
2022_SPA_CATALU_HAM_02,2022_SPA_CATALU_HAM,34,S,H,15.341,False,0.0
2022_SPA_CATALU_HAM_03,2022_SPA_CATALU_HAM,56,H,M,17.638,False,0.0
2022_SPA_CATALU_RUS_01,2022_SPA_CATALU_RUS,13,M,H,22.976,False,0.0
2022_SPA_CATALU_RUS_02,2022_SPA_CATALU_RUS,56,S,M,16.991,False,0.0
2022_SPA_CATALU_DEV_01,2022_SPA_CATALU_DEV,13,M,M,16.451,False,0.0
2022_SPA_CATALU_DEV_02,2022_SPA_CATALU_DEV,34,H,H,20.774,False,0.0
2022_SPA_CATALU_DEV_03,2022_SPA_CATALU_DEV,56,H,H,15.695,False,0.0
2022_SPA_CATALU_SAI_01,2022_SPA_CATALU_SAI,13,S,S,18.703,False,0.0
2022_SPA_CATALU_SAI_02,2022_SPA_CATALU_SAI,27,H,S,19.62,False,0.0
2022_SPA_CATALU_SAI_03,2022_SPA_CATALU_SAI,41,H,S,19.515,False,0.0
2022_SPA_CATALU_SAI_04,2022_SPA_CATALU_SAI,56,H,M,20.199,False,0.0
2022_SPA_CATALU_NOR_01,2022_SPA_CATALU_NOR,13,M,H,18.353,False,0.0
2022_SPA_CATALU_NOR_02,2022_SPA_CATALU_NOR,34,S,M,17.583,False,0.0
2022_SPA_CATALU_NOR_03,2022_SPA_CATALU_NOR,56,S,S,12.164,False,0.0
2022_SPA_CATALU_DEV_01,2022_SPA_CATALU_DEV,13,S,M,16.336,False,0.0
2022_SPA_CATALU_DEV_02,2022_SPA_CATALU_DEV,34,H,S,22.182,False,0.0
2022_SPA_CATALU_DEV_03,2022_SPA_CATALU_DEV,56,M,M,15.589,False,0.0
2022_SPA_CATALU_DEV_01,2022_SPA_CATALU_DEV,13,S,M,16.352,False,0.0
2022_SPA_CATALU_DEV_02,2022_SPA_CATALU_DEV,56,M,M,25.092,False,0.0
2022_SPA_CATALU_STR_01,2022_SPA_CATALU_STR,13,S,H,21.985,False,0.0
2022_SPA_CATALU_STR_02,2022_SPA_CATALU_STR,34,H,M,20.401,False,0.0
2022_SPA_CATALU_STR_03,2022_SPA_CATALU_STR,56,S,S,19.986,True,4.657
2022_SPA_CATALU_DEV_01,2022_SPA_CATALU_DEV,13,H,M,25.409,True,4.568
2022_SPA_CATALU_DEV_02,2022_SPA_CATALU_DEV,34,S,S,19.727,False,0.0
2022_SPA_CATALU_DEV_03,2022_SPA_CATALU_DEV,56,S,M,16.001,False,0.0
2022_SPA_CATALU_GAS_01,2022_SPA_CATALU_GAS,13,S,H,18.797,False,0.0
2022_SPA_CATALU_GAS_02,2022_SPA_CATALU_GAS,34,H,H,13.919,False,0.0
2022_SPA_CATALU_GAS_03,2022_SPA_CATALU_GAS,56,S,S,19.744,False,0.0
2022_SPA_CATALU_ALB_01,2022_SPA_CATALU_ALB,13,H,S,14.676,False,0.0
2022_SPA_CATALU_ALB_02,2022_SPA_CATALU_ALB,56,H,S,14.77,False,0.0
2022_SPA_CATALU_TSU_01,2022_SPA_CATALU_TSU,13,H,M,25.377,False,0.0
2022_SPA_CATALU_TSU_02,2022_SPA_CATALU_TSU,34,M,H,14.952,False,0.0
2022_SPA_CATALU_TSU_03,2022_SPA_CATALU_TSU,56,M,M,15.271,False,0.0
2022_SPA_CATALU_HUL_01,2022_SPA_CATALU_HUL,13,H,H,20.334,False,0.0
2022_SPA_CATALU_HUL_02,2022_SPA_CATALU_HUL,34,M,M,21.902,True,6.515
2022_SPA_CATALU_HUL_03,2022_SPA_CATALU_HUL,56,S,M,15.326,False,0.0
2022_SPA_CATALU_BOT_01,2022_SPA_CATALU_BOT,13,S,M,22.975,False,0.0
2022_SPA_CATALU_BOT_02,2022_SPA_CATALU_BOT,34,H,M,19.505,False,0.0
2022_SPA_CATALU_BOT_03,2022_SPA_CATALU_BOT,56,M,S,15.8,False,0.0
2022_SPA_CATALU_MAG_01,2022_SPA_CATALU_MAG,13,M,S,17.301,False,0.0
2022_SPA_CATALU_MAG_02,2022_SPA_CATALU_MAG,34,S,H,19.026,False,0.0
2022_SPA_CATALU_MAG_03,2022_SPA_CATALU_MAG,56,H,M,18.426,False,0.0
2022_SPA_CATALU_ZHO_01,2022_SPA_CATALU_ZHO,13,M,S,22.571,False,0.0
2022_SPA_CATALU_ZHO_02,2022_SPA_CATALU_ZHO,34,M,S,26.166,False,0.0
2022_SPA_CATALU_ZHO_03,2022_SPA_CATALU_ZHO,56,M,S,21.33,True,6.044
2022_SPA_CATALU_SAR_01,2022_SPA_CATALU_SAR,13,M,H,20.237,False,0.0
2022_SPA_CATALU_SAR_02,2022_SPA_CATALU_SAR,34,H,M,15.723,False,0.0
2022_SPA_CATALU_SAR_03,2022_SPA_CATALU_SAR,56,S,S,13.408,False,0.0
2022_SPA_CATALU_RIC_01,2022_SPA_CATALU_RIC,13,S,H,25.099,False,0.0
2022_SPA_CATALU_RIC_02,2022_SPA_CATALU_RIC,27,H,S,22.46,False,0.0
2022_SPA_CATALU_RIC_03,2022_SPA_CATALU_RIC,41,S,H,24.145,False,0.0
