entry_id,race_id,season_id,round,driver_id,constructor_id,grid,quali_rank,grid_penalty,finish_position,classified,dnf,dnf_reason,points,time_gap_s,pit_stops,pit_time_total_s,penalties_s,sc_laps_behind,tyre_strategy,incidents,rain_share,street,odds_pre,odds_post_quali,ovr_pre,ovr_post,implied_p_pre,implied_p_post,hazard_lambda_pre,hazard_lambda_post,driver_form_z,constructor_form_z,driver_ability_true,constructor_strength_true,race_noise_true
2022_USA_LAS VE_OCO,2022_USA_LAS VE,2022,10,OCO,ALP,12,12,0,12,True,False,,0.0,13230.117,3,65.215,0.0,0,M-M,3,0.0,True,42.0521,45.8022,1.091,1.0673,0.02378,0.021833,-4.643566,-4.75285,0.41411324237522673,-0.1601240987985322,0.6398825418710214,0.7215940071659687,-0.00866664284416982
2022_USA_LAS VE_PER,2022_USA_LAS VE,2022,10,PER,RED,4,4,0,4,True,False,,12.0,447.651,2,37.54,0.0,0,M-M,2,0.0,True,12.3966,12.2173,1.091,1.0673,0.080667,0.081851,-3.041645,-3.021828,1.0946866157996817,0.4102282415583136,2.2724312396460733,0.9613718512739122,-0.07465691262528833
2022_USA_LAS VE_PIA,2022_USA_LAS VE,2022,10,PIA,MCL,19,19,0,19,True,False,,0.0,169764.94,2,55.807,0.0,0,M-H,0,0.0,True,126.2148,150.0375,1.091,1.0673,0.007923,0.006665,-6.037525,-6.255278,-1.27872402618201,-1.3900989923456781,0.019028538060792854,0.2382855484702532,-0.0824674685023979
2022_USA_LAS VE_RUS,2022_USA_LAS VE,2022,10,RUS,MER,11,11,0,11,True,False,,0.0,11301.313,2,51.586,0.0,0,S-M,0,0.0,True,39.2896,42.2636,1.091,1.0673,0.025452,0.023661,-4.556499,-4.649962,0.35855166136226746,0.5173239458190645,0.9640857143191478,0.5013954437989979,-0.3443610019195446
2022_USA_LAS VE_SAI,2022_USA_LAS VE,2022,10,SAI,FER,17,15,3,15,True,False,,0.0,52533.48,2,28.165,0.0,0,M-H,1,0.0,True,66.778,77.4293,1.091,1.0673,0.014975,0.012915,-5.232888,-5.420417,-0.6582668805655114,-0.18910400933372384,0.72309316273828,0.2664567489278756,0.31437716979184455
2022_USA_LAS VE_SAR,2022_USA_LAS VE,2022,10,SAR,SAU,6,6,0,6,True,False,,8.0,1707.871,2,32.381,0.0,0,M-H,1,0.0,True,13.9016,14.0475,1.091,1.0673,0.071934,0.071187,-3.196699,-3.210748,0.7044101184396769,0.14216780404285692,0.8352541967351476,1.5851770388559867,0.17311989616376297
2022_USA_LAS VE_STR,2022_USA_LAS VE,2022,10,STR,AST,3,3,0,3,True,False,,15.0,371.489,1,16.12,0.0,0,S-M,0,0.0,True,7.4877,7.2877,1.091,1.0673,0.133553,0.137217,-2.337378,-2.29825,-0.8345711004130665,0.5395390553510033,0.8238439169129476,2.389602876509505,-0.061638470329115604
2022_USA_LAS VE_TSU,2022_USA_LAS VE,2022,10,TSU,WIL,15,16,0,16,True,False,,0.0,62307.184,3,56.403,0.0,0,M-M,1,0.0,True,79.2581,89.6218,1.091,1.0673,0.012617,0.011158,-5.44998,-5.605495,-0.7942321639888367,-1.2154498632519972,0.5011132952109199,0.22677058280667972,0.20862926410923907
2022_USA_LAS VE_VER,2022_USA_LAS VE,2022,10,VER,RED,7,7,0,7,True,False,,6.0,1955.546,2,40.754,0.0,0,M-M,0,0.0,True,19.8618,20.3227,1.091,1.0673,0.050348,0.049206,-3.671433,-3.701603,0.7637176248318873,-0.4922738898699789,1.2622052344845178,0.9613718512739122,-0.012393757232527818
2022_USA_LAS VE_ZHO,2022_USA_LAS VE,2022,10,ZHO,RBM,10,10,0,8,True,False,,4.0,5963.181,1,18.072,0.0,0,M-H,1,0.0,True,41.0543,43.611,1.091,1.0673,0.024358,0.02293,-4.612788,-4.69016,1.2770362523691454,0.8767394354116936,0.37707404832933705,1.0112582240081134,0.18924050504111697
2022_UK_SILVER_ALB,2022_UK_SILVER,2022,11,ALB,WIL,17,18,0,16,True,False,,0.0,42617.126,1,15.541,0.0,6,M-M,0,0.0,False,132.0655,152.7884,1.0632,1.0673,0.007572,0.006545,-6.094677,-6.278194,1.4103987749343798,0.22162713437416362,0.023761727587006082,0.08259606481986262,0.015619262302197557
2022_UK_SILVER_ALO,2022_UK_SILVER,2022,11,ALO,AST,2,3,0,2,True,False,,18.0,67.349,2,32.992,0.0,6,M-H,0,0.0,False,7.0096,6.7231,1.0632,1.0673,0.142662,0.14874,-2.241688,-2.180644,0.8777547168078826,0.6343083904226372,0.8731655454437247,2.3715691689742333,0.3779470278920549
2022_UK_SILVER_BOT,2022_UK_SILVER,2022,11,BOT,HAA,8,8,0,8,True,False,,4.0,3118.07,2,33.203,0.0,6,M-M,1,0.0,False,28.7844,29.7584,1.0632,1.0673,0.034741,0.033604,-4.155598,-4.198669,1.0360945558355732,0.5157014311375647,-0.10479642696775676,1.580885939056109,0.2228185464770454
2022_UK_SILVER_GAS,2022_UK_SILVER,2022,11,GAS,ALP,10,11,0,11,True,False,,0.0,4350.393,2,39.782,0.0,6,H-H,0,0.0,False,37.9104,40.1849,1.0632,1.0673,0.026378,0.024885,-4.510601,-4.585366,-0.32735021834757827,0.15300747218526473,0.7803707389119614,0.7103186813731636,-0.2343933121569037
2022_UK_SILVER_HAM,2022_UK_SILVER,2022,11,HAM,MER,11,12,0,10,True,False,,1.0,3908.194,2,39.1,0.0,6,M-M,0,0.0,False,45.527,48.8663,1.0632,1.0673,0.021965,0.020464,-4.745116,-4.835507,-1.1214253375325272,0.5173239458190645,1.0635102937878234,0.5083293184370461,-0.3222800358752897
2022_UK_SILVER_HUL,2022_UK_SILVER,2022,11,HUL,HAA,5,5,0,4,True,False,,12.0,224.115,2,34.995,0.0,6,S-H,1,0.0,False,16.2869,16.2182,1.0632,1.0673,0.061399,0.061659,-3.40874,-3.403118,0.7019875938144223,1.2270137499479983,1.0178937507896495,1.580885939056109,0.05957764822185791
2022_UK_SILVER_LAW,2022_UK_SILVER,2022,11,LAW,SAU,3,1,3,1,True,False,,25.0,0.0,1,21.944,0.0,6,M-H,1,0.0,False,3.9401,3.8266,1.0632,1.0673,0.253801,0.261327,-1.348051,-1.298854,0.4160582109597213,0.7436469749934091,2.4918683398814347,1.6284272742830521,-0.0005661157558866201
2022_UK_SILVER_LEC,2022_UK_SILVER,2022,11,LEC,FER,19,20,0,20,True,False,,0.0,192836.591,2,34.672,0.0,6,S-H,0,0.0,False,205.0861,243.309,1.0632,1.0673,0.004876,0.00411,-6.648271,-6.862706,-0.9819408177344264,-1.2985141974249068,-1.0891196854741956,0.2944283496846383,0.263803422384482
2022_UK_SILVER_MAG,2022_UK_SILVER,2022,11,MAG,RBM,15,16,0,15,True,False,,0.0,38415.868,2,36.851,0.0,6,M-M,0,0.0,False,97.3236,109.8177,1.0632,1.0673,0.010275,0.009106,-5.709684,-5.862133,0.7986970675391813,0.38004584968489735,-0.7553979224902008,0.9393460860320786,-0.02080461382819313
2022_UK_SILVER_NOR,2022_UK_SILVER,2022,11,NOR,MCL,9,10,0,9,True,False,,2.0,3687.442,2,40.925,0.0,6,S-H,2,0.0,False,42.0858,44.0567,1.0632,1.0673,0.023761,0.022698,-4.644566,-4.703151,-0.038096475130038526,-0.18785121518184883,1.4379121072022236,0.17364016041647734,0.1671825199901971
2022_UK_SILVER_OCO,2022_UK_SILVER,2022,11,OCO,ALP,12,13,0,12,True,False,,0.0,5658.236,2,45.276,0.0,6,S-M,0,0.0,False,43.1872,46.9373,1.0632,1.0673,0.023155,0.021305,-4.677632,-4.784096,0.41411324237522673,0.3095732576771636,0.6555148901976868,0.7103186813731636,-0.009045100967276053
2022_UK_SILVER_PER,2022_UK_SILVER,2022,11,PER,RED,4,4,0,5,True,False,,10.0,233.108,2,35.423,0.0,6,S-M,0,0.0,False,13.2547,13.0349,1.0632,1.0673,0.075445,0.076717,-3.132382,-3.10976,-0.9994964752953731,0.10939419774888384,2.2239959576675523,0.8741073426686341,0.0007107816702846028
2022_UK_SILVER_PIA,2022_UK_SILVER,2022,11,PIA,MCL,18,19,0,19,True,False,,0.0,72171.455,2,39.256,0.0,6,M-M,1,0.0,False,139.5673,163.5056,1.0632,1.0673,0.007165,0.006116,-6.164194,-6.363363,-1.9762098586449253,-0.9392560759092421,0.11537849260372215,0.17364016041647734,0.0032382277236754683
2022_UK_SILVER_RUS,2022_UK_SILVER,2022,11,RUS,MER,13,14,0,14,True,False,,0.0,7339.39,2,35.544,0.0,6,M-H,0,0.0,False,35.6621,39.248,1.0632,1.0673,0.028041,0.025479,-4.432078,-4.555092,-0.17623725727975884,-0.010496427886184231,0.9156228112778222,0.5083293184370461,0.13538844054112775
2022_UK_SILVER_SAI,2022_UK_SILVER,2022,11,SAI,FER,20,15,5,18,True,False,,0.0,51573.71,2,47.633,0.0,6,M-H,0,0.0,False,77.3814,92.9454,1.0632,1.0673,0.012923,0.010759,-5.41963,-5.651467,-1.2493636712774,-0.9287108013945128,0.7398904607415534,0.2944283496846383,0.17479297886313308
2022_UK_SILVER_SAR,2022_UK_SILVER,2022,11,SAR,SAU,6,6,0,6,True,False,,8.0,948.258,2,40.223,0.0,6,S-H,0,0.0,False,16.7361,16.8754,1.0632,1.0673,0.059751,0.059258,-3.444949,-3.455953,0.5116724964561821,0.14216780404285692,0.8306583624364133,1.6284272742830521,-0.23531821790596744
2022_UK_SILVER_STR,2022_UK_SILVER,2022,11,STR,AST,1,2,0,3,True,False,,15.0,98.403,3,57.177,0.0,6,S-M,1,0.0,False,7.8673,7.4521,1.0632,1.0673,0.127108,0.13419,-2.408472,-2.330513,-0.8345711004130665,0.5395390553510033,0.8284361667002321,2.3715691689742333,-0.16176922664111076
2022_UK_SILVER_TSU,2022_UK_SILVER,2022,11,TSU,WIL,16,17,0,17,True,False,,0.0,44614.226,2,38.424,0.0,6,M-H,0,0.0,False,99.681,113.8952,1.0632,1.0673,0.010032,0.00878,-5.739835,-5.908014,-1.6571016754828836,0.4269238483207584,0.48420041148401005,0.08259606481986262,0.22520818244499746
2022_UK_SILVER_VER,2022_UK_SILVER,2022,11,VER,RED,14,9,5,13,True,False,,0.0,6436.327,3,51.046,0.0,6,S-H,0,0.0,False,25.0589,27.9252,1.0632,1.0673,0.039906,0.03581,-3.975645,-4.116314,-1.8462688211955376,-2.598112196535995,1.1873744751067714,0.8741073426686341,-0.3107879406556105
2022_UK_SILVER_ZHO,2022_UK_SILVER,2022,11,ZHO,RBM,7,7,0,7,True,False,,6.0,1986.068,2,38.613,0.0,6,S-H,0,0.0,False,34.4305,35.1543,1.0632,1.0673,0.029044,0.028446,-4.386853,-4.413596,1.2770362523691454,2.035691135440885,0.5224734773006454,0.9393460860320786,-0.14621030494015755
2022_ITA_MONZA_ALB,2022_ITA_MONZA,2022,12,ALB,WIL,17,19,0,19,False,True,engine,0.0,,1,22.158,0.0,4,H-H,1,0.0,False,132.5908,153.3978,1.0778,1.039,0.007542,0.006519,-6.099571,-6.283207,-1.0861691715011885,-1.010153149305403,-0.1574722730349454,0.14231511673140346,0.1433330745299296
2022_ITA_MONZA_ALO,2022_ITA_MONZA,2022,12,ALO,AST,2,2,0,2,True,False,,18.0,162.641,2,50.161,10.0,4,M-M,1,0.0,False,6.4627,6.1993,1.0778,1.039,0.154733,0.161309,-2.122439,-2.060648,0.8777547168078826,0.6343083904226372,0.880284380156845,2.4270392864084402,-0.1818508170295395
2022_ITA_MONZA_BOT,2022_ITA_MONZA,2022,12,BOT,HAA,8,8,0,8,True,False,,4.0,3979.155,2,44.522,0.0,4,M-H,0,0.0,False,32.0379,33.1257,1.0778,1.039,0.031213,0.030188,-4.294027,-4.337071,1.0360945558355732,0.800226358661738,-0.010396050896417541,1.6004355591817203,0.19444589607983387
2022_ITA_MONZA_GAS,2022_ITA_MONZA,2022,12,GAS,ALP,12,12,0,11,True,False,,0.0,9245.507,2,42.56,0.0,4,M-M,0,0.0,False,37.6194,40.8914,1.0778,1.039,0.026582,0.024455,-4.500743,-4.607693,-0.32735021834757827,0.46613904316906163,0.752987483747004,0.6098976581402128,0.20439099127615487
2022_ITA_MONZA_HAM,2022_ITA_MONZA,2022,12,HAM,MER,9,9,0,9,True,False,,2.0,5461.869,2,46.18,0.0,4,S-M,0,0.0,False,35.3382,36.9973,1.0778,1.039,0.028298,0.027029,-4.420304,-4.479282,0.7204687922695008,0.25341375896644014,1.1360560178445243,0.46598184566179285,-0.20728778793965322
2022_ITA_MONZA_HUL,2022_ITA_MONZA,2022,12,HUL,HAA,5,5,0,5,True,False,,10.0,741.673,2,34.83,0.0,4,M-H,0,0.0,False,14.2399,14.1814,1.0778,1.039,0.070225,0.070515,-3.229044,-3.223502,0.7019875938144223,1.2270137499479983,1.112048639090884,1.6004355591817203,0.11172730862518844
2022_ITA_MONZA_LAW,2022_ITA_MONZA,2022,12,LAW,SAU,1,1,0,1,True,False,,25.0,0.0,3,53.861,0.0,4,M-H,0,0.0,False,4.9422,4.6818,1.0778,1.039,0.202339,0.213592,-1.714672,-1.62926,0.4160582109597213,0.7436469749934091,2.4601842202261834,1.6282040504824364,-0.016140198773423625
2022_ITA_MONZA_LEC,2022_ITA_MONZA,2022,12,LEC,FER,18,20,0,18,True,False,,0.0,306185.637,2,32.283,10.0,4,S-M,1,0.0,False,214.5923,251.4458,1.0778,1.039,0.00466,0.003977,-6.705217,-6.904046,-0.9819408177344264,-1.4834158954401044,-1.0637682417705672,0.28391469370436756,-0.12942020963864256
2022_ITA_MONZA_MAG,2022_ITA_MONZA,2022,12,MAG,RBM,16,17,0,16,True,False,,0.0,107914.801,2,42.899,0.0,4,S-H,0,0.0,False,66.9748,76.5287,1.0778,1.039,0.014931,0.013067,-5.236578,-5.405664,0.48492321957736045,0.7111749068360954,-0.641694093017707,0.9332249566496423,0.00890700419734112
2022_ITA_MONZA_NOR,2022_ITA_MONZA,2022,12,NOR,MCL,20,13,10,15,True,False,,0.0,26908.495,2,31.6,0.0,4,M-M,0,0.0,False,48.459,58.214,1.0778,1.039,0.020636,0.017178,-4.824852,-5.058479,-0.7765819930354033,-0.33813218732732775,1.341515304091749,0.1636375467620107,0.07232833221907395
2022_ITA_MONZA_OCO,2022_ITA_MONZA,2022,12,OCO,ALP,14,15,0,14,True,False,,0.0,18656.269,2,33.311,0.0,4,M-H,0,0.0,False,51.2348,57.0972,1.0778,1.039,0.019518,0.017514,-4.895859,-5.033884,0.2654572066507869,-0.00355831330663416,0.6031225313919427,0.6098976581402128,-0.09147222984865432
2022_ITA_MONZA_PER,2022_ITA_MONZA,2022,12,PER,RED,6,6,0,4,True,False,,12.0,634.202,2,43.626,0.0,4,S-M,0,0.0,False,10.6157,10.705,1.0778,1.039,0.0942,0.093414,-2.829248,-2.840804,-0.9994964752953731,-1.6956100651077026,2.3537219227738744,0.8135615962143532,-0.07948558375466959
2022_ITA_MONZA_PIA,2022_ITA_MONZA,2022,12,PIA,MCL,19,18,3,17,True,False,,0.0,118342.392,2,37.033,0.0,4,M-H,1,0.0,False,97.3805,115.5268,1.0778,1.039,0.010269,0.008656,-5.710339,-5.925972,-1.9762098586449253,-1.5403799644911564,0.20045637199461513,0.1636375467620107,-0.030026516620439425
2022_ITA_MONZA_RUS,2022_ITA_MONZA,2022,12,RUS,MER,11,11,0,13,True,False,,0.0,13237.13,3,53.616,0.0,4,S-M,0,0.0,False,46.2278,49.6229,1.0778,1.039,0.021632,0.020152,-4.764619,-4.855106,-0.5773289462612788,-0.14245152131249678,0.8214222396341622,0.46598184566179285,0.024548706633970577
2022_ITA_MONZA_SAI,2022_ITA_MONZA,2022,12,SAI,FER,13,14,0,12,True,False,,0.0,13048.036,1,16.398,0.0,4,S-M,0,0.0,False,52.0725,57.3132,1.0778,1.039,0.019204,0.017448,-4.916578,-5.03866,-0.8552991441361412,-0.004202311318526835,0.7483796647261174,0.28391469370436756,0.024900149571042123
2022_ITA_MONZA_SAR,2022_ITA_MONZA,2022,12,SAR,SAU,4,4,0,6,True,False,,8.0,1051.496,2,33.397,0.0,4,H-H,0,0.0,False,17.025,16.7442,1.0778,1.039,0.058737,0.059722,-3.467682,-3.445596,0.5116724964561821,0.14216780404285692,0.823684347059369,1.6282040504824364,0.13286790288624317
2022_ITA_MONZA_STR,2022_ITA_MONZA,2022,12,STR,AST,3,3,0,3,True,False,,15.0,221.201,2,39.443,0.0,4,S-M,0,0.0,False,7.6068,7.3884,1.0778,1.039,0.131462,0.135347,-2.360116,-2.31811,-0.8345711004130665,0.5395390553510033,0.7876488439443812,2.4270392864084402,0.07215695014844702
2022_ITA_MONZA_TSU,2022_ITA_MONZA,2022,12,TSU,WIL,15,16,0,20,False,True,engine,0.0,,2,39.145,0.0,4,S-H,0,0.0,False,77.4293,87.3744,1.0778,1.039,0.012915,0.011445,-5.42045,-5.573408,-1.6571016754828836,-2.4472301469315636,0.4962355345758214,0.14231511673140346,0.006643361588768337
2022_ITA_MONZA_VER,2022_ITA_MONZA,2022,12,VER,RED,7,7,0,7,True,False,,6.0,2451.342,2,35.64,0.0,4,S-H,0,0.0,False,22.6639,23.1423,1.0778,1.039,0.044123,0.043211,-3.844574,-3.871863,-1.8462688211955376,-2.2972781527265638,1.2165903269853198,0.8135615962143532,0.22803790297460166
2022_ITA_MONZA_ZHO,2022_ITA_MONZA,2022,12,ZHO,RBM,10,10,0,10,True,False,,1.0,8280.024,3,56.28,0.0,4,M-H,0,0.0,False,37.3413,39.5851,1.0778,1.039,0.02678,0.025262,-4.491177,-4.566098,1.5935973515479755,1.5389975497140889,0.49926303573005315,0.9332249566496423,-0.004988434225213871
2022_SAU_JEDDAH_ALB,2022_SAU_JEDDAH,2022,13,ALB,WIL,19,19,0,16,True,False,,0.0,134669.146,2,43.311,0.0,8,S-M,1,0.591,True,143.4309,171.0279,1.1181,1.0631,0.006972,0.005847,-6.198549,-6.419933,-0.3728640439481685,-2.241933432984969,-0.23408622690517567,0.1828805703477959,0.2432498547304137
2022_SAU_JEDDAH_ALO,2022_SAU_JEDDAH,2022,13,ALO,AST,1,1,0,20,False,True,engine,0.0,,2,37.856,0.0,8,M-H,0,0.591,True,6.1763,5.8808,1.1181,1.0631,0.16191,0.170046,-2.055106,-1.98163,-0.8619748567304376,-1.3558476460816622,0.8853453172350867,2.5109001015672767,0.010654660829082117
2022_SAU_JEDDAH_BOT,2022_SAU_JEDDAH,2022,13,BOT,HAA,7,7,0,7,True,False,,6.0,4097.699,4,71.457,0.0,8,M-M,1,0.591,True,28.9628,29.7247,1.1181,1.0631,0.034527,0.033642,-4.163593,-4.197207,1.3632823103099656,0.800226358661738,-0.12967192673031713,1.6790884337296927,0.2625027186892528
2022_SAU_JEDDAH_GAS,2022_SAU_JEDDAH,2022,13,GAS,ALP,11,11,0,19,False,True,engine,0.0,,3,61.316,0.0,8,M-H,2,0.591,True,40.347,43.5313,1.1181,1.0631,0.024785,0.022972,-4.59053,-4.68782,-1.7022211354074093,-1.7257819537175185,0.8660381157969907,0.5487071324697317,-0.2960126979100333
2022_SAU_JEDDAH_HAM,2022_SAU_JEDDAH,2022,13,HAM,MER,9,9,0,8,True,False,,4.0,4693.165,3,58.212,0.0,8,M-H,1,0.591,True,40.2139,42.3155,1.1181,1.0631,0.024867,0.023632,-4.586272,-4.651573,0.9835965250983616,0.649279039245377,1.2217873627066989,0.5111890778037106,0.12147561373273795
2022_SAU_JEDDAH_HUL,2022_SAU_JEDDAH,2022,13,HUL,HAA,5,5,0,5,True,False,,10.0,938.829,3,57.68,0.0,8,M-H,1,0.591,True,13.4947,13.5079,1.1181,1.0631,0.074103,0.074031,-3.156631,-3.157947,0.7019875938144223,1.2270137499479983,1.0813012934465231,1.6790884337296927,0.08356481562427237
2022_SAU_JEDDAH_LAW,2022_SAU_JEDDAH,2022,13,LAW,SAU,2,2,0,1,True,False,,25.0,0.0,2,37.597,0.0,8,M-M,0,0.591,True,4.5443,4.3813,1.1181,1.0631,0.220057,0.228243,-1.581667,-1.52282,0.4160582109597213,0.7436469749934091,2.478416115864239,1.6708669100858204,-0.18489150079265837
2022_SAU_JEDDAH_LEC,2022_SAU_JEDDAH,2022,13,LEC,FER,20,20,0,18,True,False,,0.0,458549.509,3,60.833,0.0,8,H-H,0,0.591,True,230.4678,278.2415,1.1181,1.0631,0.004339,0.003594,-6.794644,-7.031173,-0.1462465047689567,-0.004202311318526835,-1.252231565783887,0.4447032970256496,-0.1579121146234534
2022_SAU_JEDDAH_MAG,2022_SAU_JEDDAH,2022,13,MAG,RBM,17,17,0,15,True,False,,0.0,91465.487,3,54.121,0.0,8,H-H,1,0.591,True,93.7559,109.0394,1.1181,1.0631,0.010666,0.009171,-5.662485,-5.85309,1.112470915501003,0.21448132110929918,-0.5537640116282168,0.8494877989432534,-0.040981110098936645
2022_SAU_JEDDAH_NOR,2022_SAU_JEDDAH,2022,13,NOR,MCL,15,15,0,12,True,False,,0.0,24195.939,3,49.263,0.0,8,S-H,0,0.591,True,53.5561,60.746,1.1181,1.0631,0.018672,0.016462,-4.952339,-5.112619,-0.5304201537336153,-0.48841315947280584,1.1808248907069379,0.09560417772450526,0.2079124147646631
2022_SAU_JEDDAH_OCO,2022_SAU_JEDDAH,2022,13,OCO,ALP,12,13,0,11,True,False,,0.0,16364.781,2,42.499,0.0,8,M-H,3,0.591,True,50.6637,55.3526,1.1181,1.0631,0.019738,0.018066,-4.881609,-4.994331,0.41411324237522673,-1.7257819537175185,0.640783446714319,0.5487071324697317,0.29264242420960496
2022_SAU_JEDDAH_PER,2022_SAU_JEDDAH,2022,13,PER,RED,6,6,0,3,True,False,,15.0,605.562,4,81.98,0.0,8,H-H,1,0.591,True,14.4358,14.6316,1.1181,1.0631,0.069272,0.068345,-3.247408,-3.265495,-0.30143544493035734,0.7110622853677433,2.1675434445439006,0.8410413441503566,0.14497045660145572
2022_SAU_JEDDAH_PIA,2022_SAU_JEDDAH,2022,13,PIA,MCL,18,18,0,17,True,False,,0.0,158323.774,3,64.791,10.0,8,M-M,0,0.591,True,130.5995,153.7752,1.1181,1.0631,0.007657,0.006503,-6.080483,-6.28628,-1.27872402618201,-0.7889751037637632,0.19975550967932665,0.09560417772450526,0.05690199876554772
2022_SAU_JEDDAH_RUS,2022_SAU_JEDDAH,2022,13,RUS,MER,13,14,0,9,True,False,,2.0,8269.679,2,37.024,0.0,8,M-M,1,0.591,True,49.0629,54.277,1.1181,1.0631,0.020382,0.018424,-4.840663,-4.969376,-0.30993448694026576,0.649279039245377,0.8345480019105054,0.5111890778037106,-0.012914431216855333
2022_SAU_JEDDAH_SAI,2022_SAU_JEDDAH,2022,13,SAI,FER,14,12,3,13,True,False,,0.0,27236.326,4,65.861,0.0,8,M-H,0,0.591,True,71.7515,80.3729,1.1181,1.0631,0.013937,0.012442,-5.323994,-5.467731,-0.46123461699488283,0.9203061787574587,0.6924772041077678,0.4447032970256496,-0.03408942738994034
2022_SAU_JEDDAH_SAR,2022_SAU_JEDDAH,2022,13,SAR,SAU,4,4,0,4,True,False,,12.0,739.685,3,68.06,0.0,8,S-M,0,0.591,True,13.5899,13.4342,1.1181,1.0631,0.073584,0.074437,-3.166126,-3.150568,0.7044101184396769,0.3827594724230773,0.8228200559661204,1.6708669100858204,0.09422740817165362
2022_SAU_JEDDAH_STR,2022_SAU_JEDDAH,2022,13,STR,AST,3,3,0,2,True,False,,18.0,216.908,4,72.785,0.0,8,S-H,1,0.591,True,6.7414,6.5814,1.1181,1.0631,0.148337,0.151944,-2.184633,-2.149296,-0.2864945568582152,-1.3558476460816622,0.8849997518624593,2.5109001015672767,0.03209764519881443
2022_SAU_JEDDAH_TSU,2022_SAU_JEDDAH,2022,13,TSU,WIL,16,16,0,14,True,False,,0.0,45409.366,2,31.845,0.0,8,M-M,0,0.591,True,90.5141,103.9609,1.1181,1.0631,0.011048,0.009619,-5.618015,-5.792912,-1.22566691973586,-0.39426300746561965,0.474408357335921,0.1828805703477959,0.05570891512864502
2022_SAU_JEDDAH_VER,2022_SAU_JEDDAH,2022,13,VER,RED,8,8,0,6,True,False,,8.0,3556.554,3,45.823,0.0,8,M-M,0,0.591,True,28.7687,29.8972,1.1181,1.0631,0.03476,0.033448,-4.154879,-4.204669,-1.5200205154421091,0.10939419774888384,1.1314637087002704,0.8410413441503566,-0.06847736069783275
2022_SAU_JEDDAH_ZHO,2022_SAU_JEDDAH,2022,13,ZHO,RBM,10,10,0,10,True,False,,1.0,8440.269,3,68.11,0.0,8,M-M,0,0.591,True,49.0509,52.2657,1.1181,1.0631,0.020387,0.019133,-4.840317,-4.921259,1.2770362523691454,1.2078684925628917,0.4642079290797738,0.8494877989432534,-0.055626629149744644
2022_SPA_CATALU_ALB,2022_SPA_CATALU,2022,14,ALB,WIL,20,20,0,18,True,False,,0.0,77027.926,2,29.446,5.0,6,M-H,0,0.681,False,133.3689,162.681,1.1031,1.0425,0.007498,0.006147,-6.106987,-6.356972,-1.0861691715011885,0.6322205622673527,-0.23048279759681123,0.19894207431081756,0.002480659294801981
2022_SPA_CATALU_BOT,2022_SPA_CATALU,2022,14,BOT,HAA,8,7,3,7,True,False,,6.0,2076.631,3,58.281,0.0,6,M-H,0,0.681,False,19.8413,20.2856,1.1031,1.0425,0.0504,0.049296,-3.670051,-3.699201,1.5268761875471608,0.9424888224238257,-0.1866548294700004,1.713772393603583,-0.20357136370948825
2022_SPA_CATALU_DEV,2022_SPA_CATALU,2022,14,DEV,FER,19,19,0,19,True,False,,0.0,178388578.701,3,52.921,0.0,6,M-M,0,0.681,False,90.3342,108.5776,1.1031,1.0425,0.01107,0.00921,-5.615487,-5.847739,0.0,-0.37400570734892136,-0.3027757076071238,0.4676064967088951,-0.19007595797656765
2022_SPA_CATALU_DEV,2022_SPA_CATALU,2022,14,DEV,MCL,19,19,0,19,True,False,,0.0,178388578.701,3,54.106,5.0,6,S-M,0,0.681,False,90.3342,108.5776,1.1031,1.0425,0.01107,0.00921,-5.615487,-5.847739,0.0,-1.0895370480547206,-0.3027757076071238,0.19569037187270943,-0.12997920404576715
2022_SPA_CATALU_DEV,2022_SPA_CATALU,2022,14,DEV,AST,19,19,0,19,True,True,engine,0.0,178388578.701,2,41.443,0.0,6,S-M,0,0.681,False,90.3342,108.5776,1.1031,1.0425,0.01107,0.00921,-5.615487,-5.847739,-0.9128709291752769,-3.2512343475143277,-0.3027757076071238,2.477402719374076,-0.0491560422125368
2022_SPA_CATALU_DEV,2022_SPA_CATALU,2022,14,DEV,ALP,19,19,0,19,True,False,,0.0,178388578.701,3,61.137,0.0,6,M-H,0,0.681,False,90.3342,108.5776,1.1031,1.0425,0.01107,0.00921,-5.615487,-5.847739,-0.9128709291752769,-2.5086108811770114,-0.3027757076071238,0.48701008564274106,0.29235799489168474
2022_SPA_CATALU_GAS,2022_SPA_CATALU,2022,14,GAS,ALP,6,9,0,6,True,False,,8.0,1472.699,3,52.46,0.0,6,M-M,0,0.681,False,39.82,39.5319,1.1031,1.0425,0.025113,0.025296,-4.573648,-4.564346,-1.014785676877494,0.15300747218526473,0.8838004433469736,0.48701008564274106,-0.2304499747389189
2022_SPA_CATALU_HAM,2022_SPA_CATALU,2022,14,HAM,MER,7,10,0,8,True,False,,4.0,2268.062,3,51.933,0.0,6,M-M,1,0.681,False,33.2624,33.5109,1.1031,1.0425,0.030064,0.029841,-4.342364,-4.351967,1.2467242579272224,1.3090545063769383,1.1764197724209997,0.44589391485949176,0.04266623536023156
2022_SPA_CATALU_HUL,2022_SPA_CATALU,2022,14,HUL,HAA,10,3,10,4,True,False,,12.0,1029.045,3,57.562,0.0,6,S-H,0,0.681,False,10.9218,11.4998,1.1031,1.0425,0.09156,0.086958,-2.868414,-2.939192,0.7019875938144223,1.369276213710086,0.9354937666104256,1.713772393603583,-0.04031115576046857
