odds_id,race_id,driver_id,snapshot,decimal_odds,overround,implied_prob
2021_UK_SILVER_BOT_POST,2021_UK_SILVER,BOT,post_quali,41.3685,1.0508,0.024173
2021_UK_SILVER_MAG_PRE,2021_UK_SILVER,MAG,pre,60.8569,1.0815,0.016432
2021_UK_SILVER_MAG_POST,2021_UK_SILVER,MAG,post_quali,72.0773,1.0508,0.013874
2021_UK_SILVER_ZHO_PRE,2021_UK_SILVER,ZHO,pre,55.1755,1.0815,0.018124
2021_UK_SILVER_ZHO_POST,2021_UK_SILVER,ZHO,post_quali,61.3911,1.0508,0.016289
2021_UK_SILVER_SAR_PRE,2021_UK_SILVER,SAR,pre,10.6552,1.0815,0.093851
2021_UK_SILVER_SAR_POST,2021_UK_SILVER,SAR,post_quali,10.0775,1.0508,0.099231
2021_UK_SILVER_LAW_PRE,2021_UK_SILVER,LAW,pre,6.3271,1.0815,0.15805
2021_UK_SILVER_LAW_POST,2021_UK_SILVER,LAW,post_quali,6.6966,1.0508,0.149329
2021_HUN_HUNGAR_VER_PRE,2021_HUN_HUNGAR,VER,pre,16.567,1.0987,0.060361
2021_HUN_HUNGAR_VER_POST,2021_HUN_HUNGAR,VER,post_quali,16.7602,1.0505,0.059665
2021_HUN_HUNGAR_PER_PRE,2021_HUN_HUNGAR,PER,pre,10.5154,1.0987,0.095099
2021_HUN_HUNGAR_PER_POST,2021_HUN_HUNGAR,PER,post_quali,10.506,1.0505,0.095184
2021_HUN_HUNGAR_HAM_PRE,2021_HUN_HUNGAR,HAM,pre,34.4709,1.0987,0.02901
2021_HUN_HUNGAR_HAM_POST,2021_HUN_HUNGAR,HAM,post_quali,36.2056,1.0505,0.02762
2021_HUN_HUNGAR_RUS_PRE,2021_HUN_HUNGAR,RUS,pre,21.8617,1.0987,0.045742
2021_HUN_HUNGAR_RUS_POST,2021_HUN_HUNGAR,RUS,post_quali,22.3949,1.0505,0.044653
2021_HUN_HUNGAR_LEC_PRE,2021_HUN_HUNGAR,LEC,pre,108.3306,1.0987,0.009231
2021_HUN_HUNGAR_LEC_POST,2021_HUN_HUNGAR,LEC,post_quali,127.3399,1.0505,0.007853
2021_HUN_HUNGAR_SAI_PRE,2021_HUN_HUNGAR,SAI,pre,42.6421,1.0987,0.023451
2021_HUN_HUNGAR_SAI_POST,2021_HUN_HUNGAR,SAI,post_quali,47.6758,1.0505,0.020975
2021_HUN_HUNGAR_NOR_PRE,2021_HUN_HUNGAR,NOR,pre,36.4644,1.0987,0.027424
2021_HUN_HUNGAR_NOR_POST,2021_HUN_HUNGAR,NOR,post_quali,38.7822,1.0505,0.025785
2021_HUN_HUNGAR_PIA_PRE,2021_HUN_HUNGAR,PIA,pre,56.9606,1.0987,0.017556
2021_HUN_HUNGAR_PIA_POST,2021_HUN_HUNGAR,PIA,post_quali,65.2997,1.0505,0.015314
2021_HUN_HUNGAR_ALO_PRE,2021_HUN_HUNGAR,ALO,pre,6.5899,1.0987,0.151748
2021_HUN_HUNGAR_ALO_POST,2021_HUN_HUNGAR,ALO,post_quali,6.4214,1.0505,0.155729
2021_HUN_HUNGAR_STR_PRE,2021_HUN_HUNGAR,STR,pre,11.5606,1.0987,0.086501
2021_HUN_HUNGAR_STR_POST,2021_HUN_HUNGAR,STR,post_quali,10.9868,1.0505,0.091018
2021_HUN_HUNGAR_OCO_PRE,2021_HUN_HUNGAR,OCO,pre,46.2086,1.0987,0.021641
2021_HUN_HUNGAR_OCO_POST,2021_HUN_HUNGAR,OCO,post_quali,49.7636,1.0505,0.020095
2021_HUN_HUNGAR_GAS_PRE,2021_HUN_HUNGAR,GAS,pre,33.2116,1.0987,0.03011
2021_HUN_HUNGAR_GAS_POST,2021_HUN_HUNGAR,GAS,post_quali,34.4495,1.0505,0.029028
2021_HUN_HUNGAR_ALB_PRE,2021_HUN_HUNGAR,ALB,pre,92.6956,1.0987,0.010788
2021_HUN_HUNGAR_ALB_POST,2021_HUN_HUNGAR,ALB,post_quali,110.3266,1.0505,0.009064
2021_HUN_HUNGAR_TSU_PRE,2021_HUN_HUNGAR,TSU,pre,97.8569,1.0987,0.010219
2021_HUN_HUNGAR_TSU_POST,2021_HUN_HUNGAR,TSU,post_quali,113.5847,1.0505,0.008804
2021_HUN_HUNGAR_HUL_PRE,2021_HUN_HUNGAR,HUL,pre,13.4724,1.0987,0.074226
2021_HUN_HUNGAR_HUL_POST,2021_HUN_HUNGAR,HUL,post_quali,13.2931,1.0505,0.075227
2021_HUN_HUNGAR_BOT_PRE,2021_HUN_HUNGAR,BOT,pre,32.4602,1.0987,0.030807
2021_HUN_HUNGAR_BOT_POST,2021_HUN_HUNGAR,BOT,post_quali,35.3957,1.0505,0.028252
2021_HUN_HUNGAR_MAG_PRE,2021_HUN_HUNGAR,MAG,pre,76.4351,1.0987,0.013083
2021_HUN_HUNGAR_MAG_POST,2021_HUN_HUNGAR,MAG,post_quali,86.5351,1.0505,0.011556
2021_HUN_HUNGAR_ZHO_PRE,2021_HUN_HUNGAR,ZHO,pre,42.9609,1.0987,0.023277
2021_HUN_HUNGAR_ZHO_POST,2021_HUN_HUNGAR,ZHO,post_quali,47.4361,1.0505,0.021081
2021_HUN_HUNGAR_SAR_PRE,2021_HUN_HUNGAR,SAR,pre,11.36,1.0987,0.088028
2021_HUN_HUNGAR_SAR_POST,2021_HUN_HUNGAR,SAR,post_quali,10.9322,1.0505,0.091473
2021_HUN_HUNGAR_LAW_PRE,2021_HUN_HUNGAR,LAW,pre,6.592,1.0987,0.151699
2021_HUN_HUNGAR_LAW_POST,2021_HUN_HUNGAR,LAW,post_quali,6.1871,1.0505,0.161627
2021_ITA_IMOLA_VER_PRE,2021_ITA_IMOLA,VER,pre,17.8495,1.1052,0.056024
2021_ITA_IMOLA_VER_POST,2021_ITA_IMOLA,VER,post_quali,17.8769,1.0785,0.055938
2021_ITA_IMOLA_PER_PRE,2021_ITA_IMOLA,PER,pre,11.8616,1.1052,0.084306
2021_ITA_IMOLA_PER_POST,2021_ITA_IMOLA,PER,post_quali,11.3005,1.0785,0.088492
2021_ITA_IMOLA_HAM_PRE,2021_ITA_IMOLA,HAM,pre,38.0735,1.1052,0.026265
2021_ITA_IMOLA_HAM_POST,2021_ITA_IMOLA,HAM,post_quali,40.0866,1.0785,0.024946
2021_ITA_IMOLA_RUS_PRE,2021_ITA_IMOLA,RUS,pre,17.9578,1.1052,0.055686
2021_ITA_IMOLA_RUS_POST,2021_ITA_IMOLA,RUS,post_quali,18.4407,1.0785,0.054228
2021_ITA_IMOLA_LEC_PRE,2021_ITA_IMOLA,LEC,pre,131.3025,1.1052,0.007616
2021_ITA_IMOLA_LEC_POST,2021_ITA_IMOLA,LEC,post_quali,154.703,1.0785,0.006464
2021_ITA_IMOLA_SAI_PRE,2021_ITA_IMOLA,SAI,pre,34.8529,1.1052,0.028692
2021_ITA_IMOLA_SAI_POST,2021_ITA_IMOLA,SAI,post_quali,38.0981,1.0785,0.026248
2021_ITA_IMOLA_NOR_PRE,2021_ITA_IMOLA,NOR,pre,51.8323,1.1052,0.019293
2021_ITA_IMOLA_NOR_POST,2021_ITA_IMOLA,NOR,post_quali,55.9534,1.0785,0.017872
2021_ITA_IMOLA_PIA_PRE,2021_ITA_IMOLA,PIA,pre,81.686,1.1052,0.012242
2021_ITA_IMOLA_PIA_POST,2021_ITA_IMOLA,PIA,post_quali,93.8703,1.0785,0.010653
2021_ITA_IMOLA_ALO_PRE,2021_ITA_IMOLA,ALO,pre,7.4237,1.1052,0.134704
2021_ITA_IMOLA_ALO_POST,2021_ITA_IMOLA,ALO,post_quali,7.3427,1.0785,0.136189
2021_ITA_IMOLA_STR_PRE,2021_ITA_IMOLA,STR,pre,12.8936,1.1052,0.077558
2021_ITA_IMOLA_STR_POST,2021_ITA_IMOLA,STR,post_quali,12.4381,1.0785,0.080398
2021_ITA_IMOLA_OCO_PRE,2021_ITA_IMOLA,OCO,pre,40.6388,1.1052,0.024607
2021_ITA_IMOLA_OCO_POST,2021_ITA_IMOLA,OCO,post_quali,44.9822,1.0785,0.022231
2021_ITA_IMOLA_GAS_PRE,2021_ITA_IMOLA,GAS,pre,36.266,1.1052,0.027574
2021_ITA_IMOLA_GAS_POST,2021_ITA_IMOLA,GAS,post_quali,38.6638,1.0785,0.025864
2021_ITA_IMOLA_ALB_PRE,2021_ITA_IMOLA,ALB,pre,117.6056,1.1052,0.008503
2021_ITA_IMOLA_ALB_POST,2021_ITA_IMOLA,ALB,post_quali,136.8363,1.0785,0.007308
2021_ITA_IMOLA_TSU_PRE,2021_ITA_IMOLA,TSU,pre,147.2754,1.1052,0.00679
2021_ITA_IMOLA_TSU_POST,2021_ITA_IMOLA,TSU,post_quali,175.716,1.0785,0.005691
2021_ITA_IMOLA_HUL_PRE,2021_ITA_IMOLA,HUL,pre,11.098,1.1052,0.090106
2021_ITA_IMOLA_HUL_POST,2021_ITA_IMOLA,HUL,post_quali,11.2549,1.0785,0.08885
2021_ITA_IMOLA_BOT_PRE,2021_ITA_IMOLA,BOT,pre,32.0636,1.1052,0.031188
2021_ITA_IMOLA_BOT_POST,2021_ITA_IMOLA,BOT,post_quali,33.34,1.0785,0.029994
2021_ITA_IMOLA_MAG_PRE,2021_ITA_IMOLA,MAG,pre,58.483,1.1052,0.017099
2021_ITA_IMOLA_MAG_POST,2021_ITA_IMOLA,MAG,post_quali,66.3702,1.0785,0.015067
2021_ITA_IMOLA_ZHO_PRE,2021_ITA_IMOLA,ZHO,pre,51.9049,1.1052,0.019266
2021_ITA_IMOLA_ZHO_POST,2021_ITA_IMOLA,ZHO,post_quali,58.1734,1.0785,0.01719
2021_ITA_IMOLA_SAR_PRE,2021_ITA_IMOLA,SAR,pre,12.1209,1.1052,0.082502
2021_ITA_IMOLA_SAR_POST,2021_ITA_IMOLA,SAR,post_quali,11.8399,1.0785,0.08446
2021_ITA_IMOLA_LAW_PRE,2021_ITA_IMOLA,LAW,pre,5.2638,1.1052,0.189977
2021_ITA_IMOLA_LAW_POST,2021_ITA_IMOLA,LAW,post_quali,4.9525,1.0785,0.201919
2021_USA_AUSTIN_VER_PRE,2021_USA_AUSTIN,VER,pre,19.4466,1.0863,0.051423
2021_USA_AUSTIN_VER_POST,2021_USA_AUSTIN,VER,post_quali,19.7621,1.0662,0.050602
2021_USA_AUSTIN_PER_PRE,2021_USA_AUSTIN,PER,pre,11.3277,1.0863,0.088279
2021_USA_AUSTIN_PER_POST,2021_USA_AUSTIN,PER,post_quali,11.2273,1.0662,0.089069
2021_USA_AUSTIN_HAM_PRE,2021_USA_AUSTIN,HAM,pre,32.8753,1.0863,0.030418
2021_USA_AUSTIN_HAM_POST,2021_USA_AUSTIN,HAM,post_quali,34.6849,1.0662,0.028831
2021_USA_AUSTIN_RUS_PRE,2021_USA_AUSTIN,RUS,pre,20.6351,1.0863,0.048461
2021_USA_AUSTIN_RUS_POST,2021_USA_AUSTIN,RUS,post_quali,22.8875,1.0662,0.043692
2021_USA_AUSTIN_LEC_PRE,2021_USA_AUSTIN,LEC,pre,109.0631,1.0863,0.009169
2021_USA_AUSTIN_LEC_POST,2021_USA_AUSTIN,LEC,post_quali,128.7664,1.0662,0.007766
2021_USA_AUSTIN_SAI_PRE,2021_USA_AUSTIN,SAI,pre,48.3232,1.0863,0.020694
2021_USA_AUSTIN_SAI_POST,2021_USA_AUSTIN,SAI,post_quali,52.2739,1.0662,0.01913
2021_USA_AUSTIN_NOR_PRE,2021_USA_AUSTIN,NOR,pre,45.2776,1.0863,0.022086
2021_USA_AUSTIN_NOR_POST,2021_USA_AUSTIN,NOR,post_quali,48.3723,1.0662,0.020673
2021_USA_AUSTIN_PIA_PRE,2021_USA_AUSTIN,PIA,pre,110.5339,1.0863,0.009047
2021_USA_AUSTIN_PIA_POST,2021_USA_AUSTIN,PIA,post_quali,124.1465,1.0662,0.008055
2021_USA_AUSTIN_ALO_PRE,2021_USA_AUSTIN,ALO,pre,6.658,1.0863,0.150196
2021_USA_AUSTIN_ALO_POST,2021_USA_AUSTIN,ALO,post_quali,6.3561,1.0662,0.15733
2021_USA_AUSTIN_STR_PRE,2021_USA_AUSTIN,STR,pre,12.3186,1.0863,0.081178
2021_USA_AUSTIN_STR_POST,2021_USA_AUSTIN,STR,post_quali,11.908,1.0662,0.083977
2021_USA_AUSTIN_OCO_PRE,2021_USA_AUSTIN,OCO,pre,45.61,1.0863,0.021925
2021_USA_AUSTIN_OCO_POST,2021_USA_AUSTIN,OCO,post_quali,49.96,1.0662,0.020016
2021_USA_AUSTIN_GAS_PRE,2021_USA_AUSTIN,GAS,pre,45.7226,1.0863,0.021871
2021_USA_AUSTIN_GAS_POST,2021_USA_AUSTIN,GAS,post_quali,47.6395,1.0662,0.020991
2021_USA_AUSTIN_ALB_PRE,2021_USA_AUSTIN,ALB,pre,112.4606,1.0863,0.008892
2021_USA_AUSTIN_ALB_POST,2021_USA_AUSTIN,ALB,post_quali,131.1303,1.0662,0.007626
2021_USA_AUSTIN_TSU_PRE,2021_USA_AUSTIN,TSU,pre,133.0672,1.0863,0.007515
2021_USA_AUSTIN_TSU_POST,2021_USA_AUSTIN,TSU,post_quali,151.3317,1.0662,0.006608
2021_USA_AUSTIN_HUL_PRE,2021_USA_AUSTIN,HUL,pre,14.2499,1.0863,0.070176
2021_USA_AUSTIN_HUL_POST,2021_USA_AUSTIN,HUL,post_quali,14.301,1.0662,0.069925
2021_USA_AUSTIN_BOT_PRE,2021_USA_AUSTIN,BOT,pre,24.8225,1.0863,0.040286
2021_USA_AUSTIN_BOT_POST,2021_USA_AUSTIN,BOT,post_quali,25.5421,1.0662,0.039151
2021_USA_AUSTIN_MAG_PRE,2021_USA_AUSTIN,MAG,pre,71.3878,1.0863,0.014008
2021_USA_AUSTIN_MAG_POST,2021_USA_AUSTIN,MAG,post_quali,85.3461,1.0662,0.011717
2021_USA_AUSTIN_ZHO_PRE,2021_USA_AUSTIN,ZHO,pre,45.7331,1.0863,0.021866
2021_USA_AUSTIN_ZHO_POST,2021_USA_AUSTIN,ZHO,post_quali,52.6621,1.0662,0.018989
2021_USA_AUSTIN_SAR_PRE,2021_USA_AUSTIN,SAR,pre,10.2803,1.0863,0.097273
2021_USA_AUSTIN_SAR_POST,2021_USA_AUSTIN,SAR,post_quali,10.0626,1.0662,0.099378
2021_USA_AUSTIN_LAW_PRE,2021_USA_AUSTIN,LAW,pre,5.3985,1.0863,0.185237
2021_USA_AUSTIN_LAW_POST,2021_USA_AUSTIN,LAW,post_quali,5.0897,1.0662,0.196477
2021_SPA_CATALU_VER_PRE,2021_SPA_CATALU,VER,pre,15.4799,1.0905,0.0646
2021_SPA_CATALU_VER_POST,2021_SPA_CATALU,VER,post_quali,15.5147,1.0341,0.064455
2021_SPA_CATALU_PER_PRE,2021_SPA_CATALU,PER,pre,9.3822,1.0905,0.106585
2021_SPA_CATALU_PER_POST,2021_SPA_CATALU,PER,post_quali,8.9447,1.0341,0.111798
2021_SPA_CATALU_HAM_PRE,2021_SPA_CATALU,HAM,pre,42.2226,1.0905,0.023684
2021_SPA_CATALU_HAM_POST,2021_SPA_CATALU,HAM,post_quali,45.0471,1.0341,0.022199
2021_SPA_CATALU_RUS_PRE,2021_SPA_CATALU,RUS,pre,23.1,1.0905,0.04329
2021_SPA_CATALU_RUS_POST,2021_SPA_CATALU,RUS,post_quali,23.4428,1.0341,0.042657
2021_SPA_CATALU_LEC_PRE,2021_SPA_CATALU,LEC,pre,139.3922,1.0905,0.007174
2021_SPA_CATALU_LEC_POST,2021_SPA_CATALU,LEC,post_quali,162.3113,1.0341,0.006161
2021_SPA_CATALU_SAI_PRE,2021_SPA_CATALU,SAI,pre,55.8784,1.0905,0.017896
2021_SPA_CATALU_SAI_POST,2021_SPA_CATALU,SAI,post_quali,60.3646,1.0341,0.016566
2021_SPA_CATALU_NOR_PRE,2021_SPA_CATALU,NOR,pre,46.7159,1.0905,0.021406
2021_SPA_CATALU_NOR_POST,2021_SPA_CATALU,NOR,post_quali,52.3972,1.0341,0.019085
2021_SPA_CATALU_PIA_PRE,2021_SPA_CATALU,PIA,pre,79.9552,1.0905,0.012507
2021_SPA_CATALU_PIA_POST,2021_SPA_CATALU,PIA,post_quali,90.8018,1.0341,0.011013
2021_SPA_CATALU_ALO_PRE,2021_SPA_CATALU,ALO,pre,6.6299,1.0905,0.150832
2021_SPA_CATALU_ALO_POST,2021_SPA_CATALU,ALO,post_quali,6.2422,1.0341,0.1602
2021_SPA_CATALU_STR_PRE,2021_SPA_CATALU,STR,pre,13.5764,1.0905,0.073657
2021_SPA_CATALU_STR_POST,2021_SPA_CATALU,STR,post_quali,13.2709,1.0341,0.075353
2021_SPA_CATALU_OCO_PRE,2021_SPA_CATALU,OCO,pre,46.4059,1.0905,0.021549
2021_SPA_CATALU_OCO_POST,2021_SPA_CATALU,OCO,post_quali,51.4007,1.0341,0.019455
2021_SPA_CATALU_GAS_PRE,2021_SPA_CATALU,GAS,pre,36.2555,1.0905,0.027582
2021_SPA_CATALU_GAS_POST,2021_SPA_CATALU,GAS,post_quali,38.2,1.0341,0.026178
2021_SPA_CATALU_ALB_PRE,2021_SPA_CATALU,ALB,pre,142.511,1.0905,0.007017
2021_SPA_CATALU_ALB_POST,2021_SPA_CATALU,ALB,post_quali,168.039,1.0341,0.005951
2021_SPA_CATALU_TSU_PRE,2021_SPA_CATALU,TSU,pre,121.6989,1.0905,0.008217
2021_SPA_CATALU_TSU_POST,2021_SPA_CATALU,TSU,post_quali,145.3066,1.0341,0.006882
2021_SPA_CATALU_HUL_PRE,2021_SPA_CATALU,HUL,pre,14.103,1.0905,0.070907
2021_SPA_CATALU_HUL_POST,2021_SPA_CATALU,HUL,post_quali,14.6748,1.0341,0.068144
2021_SPA_CATALU_BOT_PRE,2021_SPA_CATALU,BOT,pre,34.8044,1.0905,0.028732
2021_SPA_CATALU_BOT_POST,2021_SPA_CATALU,BOT,post_quali,35.7654,1.0341,0.02796
2021_SPA_CATALU_MAG_PRE,2021_SPA_CATALU,MAG,pre,86.6326,1.0905,0.011543
2021_SPA_CATALU_MAG_POST,2021_SPA_CATALU,MAG,post_quali,99.6214,1.0341,0.010038
2021_SPA_CATALU_ZHO_PRE,2021_SPA_CATALU,ZHO,pre,44.9297,1.0905,0.022257
2021_SPA_CATALU_ZHO_POST,2021_SPA_CATALU,ZHO,post_quali,49.1473,1.0341,0.020347
2021_SPA_CATALU_SAR_PRE,2021_SPA_CATALU,SAR,pre,12.1535,1.0905,0.082281
2021_SPA_CATALU_SAR_POST,2021_SPA_CATALU,SAR,post_quali,11.7325,1.0341,0.085233
2021_SPA_CATALU_LAW_PRE,2021_SPA_CATALU,LAW,pre,5.0433,1.0905,0.198282
2021_SPA_CATALU_LAW_POST,2021_SPA_CATALU,LAW,post_quali,4.9919,1.0341,0.200326
2021_MEX_MEXICO_VER_PRE,2021_MEX_MEXICO,VER,pre,19.3065,1.1004,0.051796
2021_MEX_MEXICO_VER_POST,2021_MEX_MEXICO,VER,post_quali,20.4311,1.0326,0.048945
2021_MEX_MEXICO_PER_PRE,2021_MEX_MEXICO,PER,pre,11.4133,1.1004,0.087617
2021_MEX_MEXICO_PER_POST,2021_MEX_MEXICO,PER,post_quali,11.3462,1.0326,0.088135
2021_MEX_MEXICO_HAM_PRE,2021_MEX_MEXICO,HAM,pre,36.6394,1.1004,0.027293
2021_MEX_MEXICO_HAM_POST,2021_MEX_MEXICO,HAM,post_quali,37.8158,1.0326,0.026444
2021_MEX_MEXICO_RUS_PRE,2021_MEX_MEXICO,RUS,pre,32.0842,1.1004,0.031168
2021_MEX_MEXICO_RUS_POST,2021_MEX_MEXICO,RUS,post_quali,32.7033,1.0326,0.030578
2021_MEX_MEXICO_LEC_PRE,2021_MEX_MEXICO,LEC,pre,126.2786,1.1004,0.007919
2021_MEX_MEXICO_LEC_POST,2021_MEX_MEXICO,LEC,post_quali,149.5439,1.0326,0.006687
2021_MEX_MEXICO_SAI_PRE,2021_MEX_MEXICO,SAI,pre,52.3725,1.1004,0.019094
2021_MEX_MEXICO_SAI_POST,2021_MEX_MEXICO,SAI,post_quali,58.2649,1.0326,0.017163
2021_MEX_MEXICO_NOR_PRE,2021_MEX_MEXICO,NOR,pre,48.2114,1.1004,0.020742
2021_MEX_MEXICO_NOR_POST,2021_MEX_MEXICO,NOR,post_quali,52.9689,1.0326,0.018879
2021_MEX_MEXICO_PIA_PRE,2021_MEX_MEXICO,PIA,pre,89.6861,1.1004,0.01115
2021_MEX_MEXICO_PIA_POST,2021_MEX_MEXICO,PIA,post_quali,102.3018,1.0326,0.009775
2021_MEX_MEXICO_ALO_PRE,2021_MEX_MEXICO,ALO,pre,6.2422,1.1004,0.160199
2021_MEX_MEXICO_ALO_POST,2021_MEX_MEXICO,ALO,post_quali,5.9771,1.0326,0.167304
2021_MEX_MEXICO_STR_PRE,2021_MEX_MEXICO,STR,pre,11.8731,1.1004,0.084224
2021_MEX_MEXICO_STR_POST,2021_MEX_MEXICO,STR,post_quali,11.9517,1.0326,0.08367
2021_MEX_MEXICO_OCO_PRE,2021_MEX_MEXICO,OCO,pre,52.4136,1.1004,0.019079
2021_MEX_MEXICO_OCO_POST,2021_MEX_MEXICO,OCO,post_quali,62.8536,1.0326,0.01591
2021_MEX_MEXICO_GAS_PRE,2021_MEX_MEXICO,GAS,pre,37.6265,1.1004,0.026577
2021_MEX_MEXICO_GAS_POST,2021_MEX_MEXICO,GAS,post_quali,40.8263,1.0326,0.024494
2021_MEX_MEXICO_ALB_PRE,2021_MEX_MEXICO,ALB,pre,116.2385,1.1004,0.008603
2021_MEX_MEXICO_ALB_POST,2021_MEX_MEXICO,ALB,post_quali,134.2462,1.0326,0.007449
2021_MEX_MEXICO_TSU_PRE,2021_MEX_MEXICO,TSU,pre,145.1589,1.1004,0.006889
2021_MEX_MEXICO_TSU_POST,2021_MEX_MEXICO,TSU,post_quali,169.7793,1.0326,0.00589
2021_MEX_MEXICO_HUL_PRE,2021_MEX_MEXICO,HUL,pre,12.5318,1.1004,0.079797
2021_MEX_MEXICO_HUL_POST,2021_MEX_MEXICO,HUL,post_quali,12.1505,1.0326,0.082301
2021_MEX_MEXICO_BOT_PRE,2021_MEX_MEXICO,BOT,pre,26.3269,1.1004,0.037984
2021_MEX_MEXICO_BOT_POST,2021_MEX_MEXICO,BOT,post_quali,27.5141,1.0326,0.036345
2021_MEX_MEXICO_MAG_PRE,2021_MEX_MEXICO,MAG,pre,98.5028,1.1004,0.010152
2021_MEX_MEXICO_MAG_POST,2021_MEX_MEXICO,MAG,post_quali,110.9508,1.0326,0.009013
2021_MEX_MEXICO_ZHO_PRE,2021_MEX_MEXICO,ZHO,pre,45.8631,1.1004,0.021804
2021_MEX_MEXICO_ZHO_POST,2021_MEX_MEXICO,ZHO,post_quali,49.1449,1.0326,0.020348
2021_MEX_MEXICO_SAR_PRE,2021_MEX_MEXICO,SAR,pre,10.2534,1.1004,0.097529
2021_MEX_MEXICO_SAR_POST,2021_MEX_MEXICO,SAR,post_quali,10.0664,1.0326,0.09934
2021_MEX_MEXICO_LAW_PRE,2021_MEX_MEXICO,LAW,pre,5.2525,1.1004,0.190386
2021_MEX_MEXICO_LAW_POST,2021_MEX_MEXICO,LAW,post_quali,4.967,1.0326,0.20133
2021_SIN_MARINA_VER_PRE,2021_SIN_MARINA,VER,pre,16.1998,1.0781,0.061729
2021_SIN_MARINA_VER_POST,2021_SIN_MARINA,VER,post_quali,16.3396,1.0643,0.061201
2021_SIN_MARINA_DEV_PRE,2021_SIN_MARINA,DEV,pre,54.1888,1.0781,0.018454
2021_SIN_MARINA_DEV_POST,2021_SIN_MARINA,DEV,post_quali,58.4215,1.0643,0.017117
2021_SIN_MARINA_DRI_PRE,2021_SIN_MARINA,DRI,pre,78.9079,1.0781,0.012673
2021_SIN_MARINA_DRI_POST,2021_SIN_MARINA,DRI,post_quali,95.6023,1.0643,0.01046
2021_SIN_MARINA_RUS_PRE,2021_SIN_MARINA,RUS,pre,25.9114,1.0781,0.038593
2021_SIN_MARINA_RUS_POST,2021_SIN_MARINA,RUS,post_quali,27.0212,1.0643,0.037008
2021_SIN_MARINA_LEC_PRE,2021_SIN_MARINA,LEC,pre,144.6759,1.0781,0.006912
2021_SIN_MARINA_LEC_POST,2021_SIN_MARINA,LEC,post_quali,181.2251,1.0643,0.005518
2021_SIN_MARINA_DRI_PRE,2021_SIN_MARINA,DRI,pre,78.9079,1.0781,0.012673
2021_SIN_MARINA_DRI_POST,2021_SIN_MARINA,DRI,post_quali,95.6023,1.0643,0.01046
2021_SIN_MARINA_NOR_PRE,2021_SIN_MARINA,NOR,pre,38.4113,1.0781,0.026034
2021_SIN_MARINA_NOR_POST,2021_SIN_MARINA,NOR,post_quali,39.3933,1.0643,0.025385
2021_SIN_MARINA_PIA_PRE,2021_SIN_MARINA,PIA,pre,82.1828,1.0781,0.012168
2021_SIN_MARINA_PIA_POST,2021_SIN_MARINA,PIA,post_quali,91.6086,1.0643,0.010916
2021_SIN_MARINA_MSC_PRE,2021_SIN_MARINA,MSC,pre,16.9558,1.0781,0.058977
2021_SIN_MARINA_MSC_POST,2021_SIN_MARINA,MSC,post_quali,16.8194,1.0643,0.059455
2021_SIN_MARINA_STR_PRE,2021_SIN_MARINA,STR,pre,11.8471,1.0781,0.084409
2021_SIN_MARINA_STR_POST,2021_SIN_MARINA,STR,post_quali,10.9938,1.0643,0.09096
2021_SIN_MARINA_DRI_PRE,2021_SIN_MARINA,DRI,pre,78.9079,1.0781,0.012673
2021_SIN_MARINA_DRI_POST,2021_SIN_MARINA,DRI,post_quali,95.6023,1.0643,0.01046
2021_SIN_MARINA_DRI_PRE,2021_SIN_MARINA,DRI,pre,78.9079,1.0781,0.012673
2021_SIN_MARINA_DRI_POST,2021_SIN_MARINA,DRI,post_quali,95.6023,1.0643,0.01046
2021_SIN_MARINA_ALB_PRE,2021_SIN_MARINA,ALB,pre,142.106,1.0781,0.007037
2021_SIN_MARINA_ALB_POST,2021_SIN_MARINA,ALB,post_quali,175.07,1.0643,0.005712
2021_SIN_MARINA_DRI_PRE,2021_SIN_MARINA,DRI,pre,78.9079,1.0781,0.012673
2021_SIN_MARINA_DRI_POST,2021_SIN_MARINA,DRI,post_quali,95.6023,1.0643,0.01046
2021_SIN_MARINA_MSC_PRE,2021_SIN_MARINA,MSC,pre,16.9558,1.0781,0.058977
2021_SIN_MARINA_MSC_POST,2021_SIN_MARINA,MSC,post_quali,16.8194,1.0643,0.059455
2021_SIN_MARINA_RIC_PRE,2021_SIN_MARINA,RIC,pre,15.5272,1.0781,0.064403
2021_SIN_MARINA_RIC_POST,2021_SIN_MARINA,RIC,post_quali,14.6512,1.0643,0.068254
2021_SIN_MARINA_MAG_PRE,2021_SIN_MARINA,MAG,pre,72.4375,1.0781,0.013805
2021_SIN_MARINA_MAG_POST,2021_SIN_MARINA,MAG,post_quali,76.8108,1.0643,0.013019
2021_SIN_MARINA_ZHO_PRE,2021_SIN_MARINA,ZHO,pre,42.0982,1.0781,0.023754
2021_SIN_MARINA_ZHO_POST,2021_SIN_MARINA,ZHO,post_quali,46.1531,1.0643,0.021667
2021_SIN_MARINA_SAR_PRE,2021_SIN_MARINA,SAR,pre,10.0326,1.0781,0.099675
2021_SIN_MARINA_SAR_POST,2021_SIN_MARINA,SAR,post_quali,9.6257,1.0643,0.103889
2021_SIN_MARINA_LAW_PRE,2021_SIN_MARINA,LAW,pre,4.9684,1.0781,0.201273
2021_SIN_MARINA_LAW_POST,2021_SIN_MARINA,LAW,post_quali,4.5344,1.0643,0.220538
2021_BRA_INTERL_VER_PRE,2021_BRA_INTERL,VER,pre,15.1265,1.0625,0.066109
